pct_employed_head,avg_monthly_income_php,pct_with_access_to_electricity,pct_with_safe_water_access,pct_with_sanitary_toilet,net_enrollment_rate,pct_permanent_house_material,pct_underemployed_or_informal,avg_family_size,pct_completed_secondary_education,income_level
43.61,5466.39,54.82,45.61,45.36,75.44,21.12,41.98,5.89,33.99,Level 1
33.34,18301.82,62.4,73.31,67.55,73.45,42.97,42.18,5.46,41.99,Level 1
65.87,32842.65,81.11,100.0,86.27,85.9,58.99,21.67,3.66,67.24,Level 3
62.88,29642.21,80.36,59.82,86.73,62.42,46.32,37.32,5.32,56.55,Level 1
25.66,11516.27,65.55,43.73,44.41,65.89,19.53,65.55,5.96,27.34,Level 1
42.97,17466.98,74.17,56.56,70.08,76.15,59.68,57.59,5.67,50.15,Level 1
42.05,20456.7,65.42,33.42,49.01,73.22,58.75,37.35,5.57,46.59,Level 1
54.74,15284.42,71.66,64.6,48.51,74.53,55.81,47.14,5.62,48.9,Level 1
87.1,27882.51,83.13,69.07,66.29,89.95,70.22,20.56,6.36,57.94,Level 3
54.11,19443.84,52.32,65.94,63.99,77.1,44.0,54.12,6.65,37.55,Level 2
57.82,38487.85,71.49,73.86,47.18,77.78,52.55,35.95,5.65,66.97,Level 2
47.56,6472.22,48.76,61.49,59.39,61.71,43.76,41.7,6.75,37.96,Level 1
60.13,19094.61,84.37,58.61,52.43,75.39,36.79,43.2,5.58,28.23,Level 1
58.69,23078.07,80.72,53.76,59.48,82.99,40.67,21.89,6.59,41.77,Level 2
45.91,20723.6,73.63,63.8,61.21,71.35,30.44,51.0,5.05,36.03,Level 1
39.77,7144.72,51.63,57.36,50.76,56.66,14.22,60.48,5.83,35.27,Level 1
75.34,25148.09,77.08,79.95,62.65,72.27,43.06,29.41,4.89,37.95,Level 2
69.06,34416.69,76.68,84.54,71.61,89.42,69.81,8.12,4.34,65.84,Level 3
80.7,40347.94,90.99,82.97,93.45,75.06,60.99,24.24,4.99,88.73,Level 3
51.05,25189.49,70.89,61.61,81.0,76.33,57.24,32.43,5.16,59.51,Level 2
69.35,25121.61,68.2,55.89,61.77,74.98,39.26,40.61,5.16,48.74,Level 1
47.62,16111.06,72.2,49.19,61.55,75.04,41.72,42.47,5.26,30.63,Level 1
89.83,33347.43,82.12,72.69,77.04,78.43,83.26,16.57,3.89,75.9,Level 3
41.33,21525.87,65.56,60.47,70.44,82.73,47.52,32.48,5.51,44.54,Level 2
66.09,19974.56,74.25,60.59,68.91,74.92,38.42,43.71,5.95,56.71,Level 2
55.04,28070.45,80.94,76.12,68.68,87.2,80.27,11.99,5.07,84.06,Level 3
73.98,43093.3,100.0,71.27,79.71,85.71,69.7,15.47,4.81,57.53,Level 2
48.29,17697.89,63.45,51.74,57.36,67.14,36.57,33.33,5.68,28.82,Level 1
64.05,22078.35,81.02,84.0,58.53,63.59,70.28,33.13,4.66,54.1,Level 2
33.93,18750.07,55.61,58.77,53.52,82.88,57.45,48.18,6.02,39.85,Level 1
56.09,36576.17,86.74,82.49,78.26,87.58,68.17,21.97,4.56,76.78,Level 3
49.66,13277.3,58.34,37.29,54.22,64.77,42.12,43.55,6.79,26.66,Level 1
59.5,20485.02,65.77,61.17,74.53,75.92,50.4,35.68,5.65,43.17,Level 2
91.74,44632.38,95.96,91.18,100.0,94.94,78.86,13.99,4.81,98.0,Level 3
58.32,22553.82,85.65,72.28,67.79,89.05,54.94,35.86,6.77,45.31,Level 2
72.78,31463.15,84.65,90.03,81.0,83.14,52.85,21.37,4.91,76.28,Level 3
53.6,22231.87,68.26,67.51,67.36,72.97,46.93,20.07,6.55,66.48,Level 2
54.57,16857.94,55.08,48.6,70.77,76.88,62.22,49.65,4.76,54.83,Level 1
39.24,11644.04,70.97,30.36,39.77,57.45,10.63,54.28,6.02,14.32,Level 1
81.53,26959.5,86.71,79.37,80.91,87.73,59.29,36.58,5.63,53.84,Level 2
67.42,31746.81,75.66,61.96,55.69,89.08,50.92,31.29,5.4,68.6,Level 3
35.78,11966.06,71.89,55.64,50.89,67.07,39.38,46.96,5.21,44.58,Level 1
62.14,26675.95,76.41,79.37,60.93,67.41,53.63,39.25,5.17,29.24,Level 1
92.86,32495.36,89.53,89.75,59.76,79.72,73.71,18.97,3.91,92.78,Level 2
58.52,24610.54,81.4,69.91,55.15,84.11,61.69,26.87,5.36,49.19,Level 2
63.54,29507.24,83.02,79.67,64.44,78.33,56.76,32.34,5.6,53.14,Level 2
65.14,29556.0,79.87,72.26,83.96,93.98,70.56,14.98,4.07,67.81,Level 3
53.69,23811.72,78.07,84.56,50.72,71.15,76.49,43.66,5.55,45.85,Level 1
60.77,29415.06,88.93,70.97,72.27,66.48,44.28,37.23,5.32,51.28,Level 2
43.94,19863.66,61.68,68.21,63.72,83.1,71.9,23.55,4.78,45.7,Level 2
38.38,5388.13,66.31,32.04,38.48,73.07,16.93,56.47,7.24,11.9,Level 1
49.49,31999.42,73.63,54.11,73.38,69.92,53.15,44.96,5.03,62.59,Level 2
66.22,30412.77,91.16,78.52,75.34,81.78,61.43,20.55,5.83,66.9,Level 3
52.29,28569.07,75.82,78.45,71.22,82.33,60.16,35.59,5.04,62.28,Level 2
62.68,16791.13,53.65,65.52,57.22,79.28,41.43,42.01,5.66,33.3,Level 1
83.72,35303.85,82.17,93.16,92.02,83.9,63.94,3.64,4.23,62.84,Level 3
50.67,26961.02,84.79,73.02,69.97,90.92,54.18,34.54,4.45,43.66,Level 2
53.62,16900.84,66.23,58.59,71.15,63.61,23.92,48.82,4.68,44.98,Level 1
69.23,27094.28,84.18,65.61,80.41,75.99,50.84,15.23,4.57,48.52,Level 2
69.03,35863.41,91.85,74.05,62.96,92.05,78.15,33.27,3.89,55.78,Level 3
66.24,34939.66,82.39,77.77,82.65,81.17,77.57,20.35,4.82,55.56,Level 3
64.29,33076.83,80.49,85.33,76.51,94.64,56.61,19.83,5.42,88.63,Level 3
47.14,24000.55,74.09,56.65,51.58,83.98,83.49,36.16,6.14,66.12,Level 2
45.9,32785.42,90.43,64.3,63.29,75.61,52.35,26.26,5.26,45.98,Level 2
48.29,31654.52,73.25,81.43,67.41,84.9,59.37,37.7,5.2,54.7,Level 3
58.96,30938.67,83.61,72.71,92.91,92.37,58.89,28.24,4.45,74.75,Level 3
68.45,23348.31,66.89,89.07,64.56,85.63,54.27,19.82,5.49,48.17,Level 2
73.05,28174.02,90.06,79.6,75.48,92.47,75.68,27.39,3.94,72.29,Level 3
71.52,34617.94,81.06,73.51,74.61,68.27,38.74,40.29,4.22,59.64,Level 2
33.46,9802.44,66.55,46.56,34.13,64.48,44.93,71.73,6.41,12.75,Level 1
45.21,11117.32,56.39,47.83,44.02,77.02,29.37,34.73,6.03,28.48,Level 1
51.22,23448.56,72.32,65.71,49.46,70.66,31.18,35.49,5.28,56.57,Level 2
78.85,23034.56,81.25,66.73,59.31,77.83,58.01,31.21,4.86,56.66,Level 2
48.62,17464.72,61.06,45.68,38.74,62.17,56.03,52.25,6.49,30.93,Level 1
64.87,17540.9,73.38,60.93,54.54,72.79,50.14,34.48,6.38,41.81,Level 1
69.94,23749.96,62.88,65.12,65.05,74.23,61.65,34.31,5.73,65.19,Level 2
60.67,24854.0,77.0,67.61,68.24,86.59,40.62,22.9,5.89,58.7,Level 2
35.34,10226.4,64.77,49.1,58.16,67.72,30.66,58.46,6.99,42.11,Level 1
80.91,37373.85,91.69,64.91,72.62,90.79,65.47,9.3,4.82,98.0,Level 3
65.07,29324.21,85.02,73.59,83.81,74.78,55.22,34.32,5.11,35.5,Level 2
48.75,25418.25,62.45,60.21,60.17,80.47,31.95,61.01,6.8,35.86,Level 1
62.8,34890.75,63.5,69.67,82.33,71.45,62.66,33.74,4.26,37.87,Level 3
53.32,20873.42,83.29,71.09,57.66,82.57,39.32,40.49,5.04,72.11,Level 2
87.14,29435.96,79.13,80.42,70.48,87.14,67.65,8.84,4.48,65.71,Level 3
83.89,31866.74,69.64,75.9,76.55,90.53,64.52,23.69,4.68,69.4,Level 3
67.41,28816.33,88.38,67.01,71.63,79.48,62.5,26.07,5.31,62.13,Level 2
59.28,30220.58,93.61,79.21,82.68,93.19,82.57,11.69,4.11,73.88,Level 3
42.52,24947.01,74.86,63.96,65.68,72.96,67.8,32.48,5.14,47.99,Level 3
42.4,20787.31,52.65,60.02,55.76,85.43,48.95,40.85,5.43,41.58,Level 1
59.66,34312.82,88.9,63.42,72.68,83.94,57.08,31.94,5.79,65.08,Level 3
44.69,27050.2,56.68,66.45,56.27,80.77,31.5,43.63,6.03,52.96,Level 1
41.96,13517.34,65.12,52.69,48.19,78.84,30.84,62.61,6.45,32.83,Level 1
23.64,22277.28,65.61,50.58,64.31,82.57,47.47,36.59,5.59,49.13,Level 2
33.49,10887.77,63.95,49.43,44.57,67.52,27.59,65.91,5.5,26.1,Level 1
60.08,41914.61,79.53,74.45,64.07,80.22,67.61,19.01,5.94,74.04,Level 3
80.09,37684.42,95.29,84.24,68.19,84.71,75.21,14.43,4.12,75.42,Level 3
60.05,25339.57,78.08,69.08,64.57,90.84,52.19,19.29,5.88,58.91,Level 2
37.24,16131.52,75.87,44.28,59.16,76.31,39.42,38.61,5.71,58.73,Level 1
62.49,22684.12,78.56,61.69,59.69,84.52,50.9,25.47,4.74,62.42,Level 2
45.27,11567.95,60.02,65.09,46.67,60.53,16.17,58.02,6.31,36.86,Level 1
90.64,43810.04,95.83,81.94,86.58,94.71,82.74,12.36,4.36,76.06,Level 3
63.89,28898.94,74.06,84.25,63.63,77.11,61.95,35.23,4.96,65.77,Level 1
55.16,15030.56,65.54,54.62,53.14,66.21,49.68,42.33,5.46,48.62,Level 1
69.77,32997.48,88.06,75.86,66.58,84.01,55.77,30.14,5.94,67.57,Level 2
26.17,13252.48,57.28,49.18,49.24,64.0,24.48,60.83,6.21,10.0,Level 1
89.1,46161.45,97.06,100.0,89.25,98.35,82.11,8.16,3.57,85.51,Level 3
66.66,27797.83,82.53,93.92,70.68,81.83,53.21,29.32,5.12,62.52,Level 2
88.8,38506.69,86.39,84.52,92.56,92.41,86.89,14.28,3.71,82.6,Level 2
90.1,31240.11,86.2,78.25,57.93,81.66,75.62,29.99,5.34,83.03,Level 3
78.78,42600.37,86.92,75.93,75.52,94.25,60.63,14.97,5.35,60.39,Level 3
67.06,27691.3,69.09,65.51,69.5,93.23,44.71,15.07,4.73,57.05,Level 2
73.22,26422.85,81.95,95.43,80.17,90.62,59.01,19.55,4.61,68.48,Level 3
30.28,8936.71,54.53,55.62,28.02,65.54,33.78,49.37,5.85,21.26,Level 1
70.61,30387.82,76.07,59.49,81.1,93.35,64.15,22.34,4.47,92.33,Level 3
57.58,8781.9,53.7,63.71,36.58,65.06,19.62,56.72,6.82,23.37,Level 1
39.21,15514.41,59.03,62.05,62.11,74.61,48.88,51.44,5.79,38.92,Level 1
40.63,9865.66,63.58,61.14,34.29,62.49,49.39,65.78,5.87,34.5,Level 1
77.21,38821.28,99.7,100.0,90.75,96.59,89.12,3.14,3.86,96.94,Level 3
57.35,31251.89,85.6,90.35,76.27,86.26,69.19,20.02,4.69,60.46,Level 2
39.87,18792.77,65.73,40.6,41.77,82.84,30.55,41.09,5.28,24.88,Level 1
59.69,17751.46,69.78,70.08,65.35,70.88,73.22,48.46,5.19,49.57,Level 1
73.69,31343.75,93.31,92.24,86.69,94.3,57.79,17.87,3.89,79.05,Level 3
60.72,26125.99,79.45,79.85,73.33,86.78,51.86,21.37,5.12,52.8,Level 2
64.7,24675.97,75.62,80.32,66.18,81.38,63.08,21.54,3.88,64.83,Level 2
74.13,40659.12,89.34,94.28,92.87,87.02,84.72,16.75,3.66,75.88,Level 3
42.42,12340.84,51.66,65.52,52.18,66.31,42.9,54.16,5.79,27.82,Level 1
66.1,26149.26,81.09,62.09,76.65,86.72,60.02,13.57,6.28,57.31,Level 2
59.37,24920.95,86.32,61.27,55.9,83.36,45.85,32.72,5.32,54.79,Level 2
55.4,22017.8,67.33,78.68,67.21,87.74,57.2,43.88,6.54,46.65,Level 2
53.41,25731.41,70.98,60.78,53.4,87.1,70.28,34.99,4.35,63.03,Level 2
66.24,16284.54,75.33,58.36,62.29,80.02,44.08,41.44,6.25,40.37,Level 1
50.94,21985.01,87.31,77.37,84.28,80.48,58.47,30.59,4.97,45.4,Level 2
56.04,22014.92,69.4,50.0,50.68,82.47,38.54,45.21,5.14,39.17,Level 1
25.41,9626.47,62.85,55.41,29.9,56.65,34.19,49.35,7.11,13.1,Level 1
53.6,17734.04,65.52,69.56,62.39,79.21,48.31,46.94,4.18,41.3,Level 1
41.04,20375.09,64.03,57.57,64.47,77.36,47.71,52.56,6.59,44.24,Level 1
61.1,17718.1,77.75,69.88,51.53,76.12,48.48,43.23,4.81,61.21,Level 2
26.64,10334.46,58.74,48.18,35.08,56.67,20.83,63.32,6.21,22.89,Level 1
59.92,30737.32,82.54,68.91,66.18,88.67,45.08,37.42,5.65,37.54,Level 2
88.99,37575.16,89.22,98.47,85.28,92.3,77.49,16.21,4.78,65.14,Level 3
56.18,33375.76,88.6,87.01,83.14,82.8,77.28,13.98,4.74,74.83,Level 3
45.89,15344.36,61.72,41.55,52.25,81.69,52.93,44.66,6.38,41.76,Level 1
69.1,28776.42,75.04,74.63,80.33,94.57,51.65,6.92,5.14,70.16,Level 3
61.9,21037.37,74.58,69.07,67.03,65.28,55.32,37.02,5.85,40.68,Level 2
67.99,47911.65,91.22,95.42,85.62,89.44,97.14,9.15,4.63,73.9,Level 3
36.24,5129.58,67.87,44.63,36.83,64.08,23.79,57.18,6.5,18.95,Level 1
70.42,36743.61,86.29,69.03,92.24,86.84,63.46,16.55,3.7,62.03,Level 3
80.5,35812.64,100.0,82.95,88.01,96.93,94.11,2.0,4.35,81.09,Level 2
73.6,29917.39,92.49,91.08,91.19,93.34,74.99,30.49,4.87,67.25,Level 3
25.59,10407.63,50.15,49.84,45.49,62.12,27.6,44.88,6.65,40.35,Level 1
89.9,35382.08,97.01,90.13,76.12,87.75,86.31,10.8,4.93,70.13,Level 3
42.93,11355.36,59.24,57.1,44.09,68.69,40.05,49.58,5.89,42.7,Level 1
63.76,21110.98,79.76,62.79,75.21,75.32,53.72,48.1,5.22,62.9,Level 2
27.67,12978.36,76.47,57.08,63.51,71.37,34.34,53.79,5.26,38.37,Level 1
42.16,21949.04,71.92,72.7,74.59,72.72,54.03,16.88,5.45,52.27,Level 2
63.88,18361.84,64.72,63.73,70.04,76.64,40.34,54.51,5.61,47.24,Level 1
67.15,27502.8,90.64,78.57,76.38,91.81,71.96,17.98,4.69,63.63,Level 3
78.58,37067.9,100.0,93.26,92.92,84.26,73.45,12.95,5.29,93.29,Level 3
82.45,40053.87,79.04,88.19,85.7,85.18,80.53,3.07,4.43,64.75,Level 3
57.18,34503.7,74.79,62.0,58.73,72.53,42.7,46.81,5.14,43.89,Level 1
34.43,29278.27,65.56,55.29,55.93,73.69,26.18,40.87,4.26,31.54,Level 1
56.12,25227.37,68.49,77.11,93.64,88.64,67.66,22.96,5.98,60.77,Level 2
52.06,37496.54,79.07,79.2,64.42,90.24,58.08,24.63,4.54,88.65,Level 3
45.67,31977.75,61.08,84.06,63.6,72.68,50.09,31.15,5.67,39.64,Level 2
48.83,12150.35,64.02,54.08,56.03,64.58,35.77,43.04,5.9,45.45,Level 2
53.12,13916.31,61.62,73.12,71.37,70.12,29.95,50.09,5.97,21.01,Level 1
34.03,10414.53,59.11,50.26,53.0,69.41,52.98,43.6,5.96,27.47,Level 1
58.24,20426.69,71.63,64.07,56.97,84.3,56.74,48.56,6.23,54.31,Level 2
41.05,15892.24,48.06,34.08,32.1,69.13,40.81,41.37,6.25,43.96,Level 1
41.24,6912.03,44.89,49.63,49.94,72.77,25.61,53.17,6.52,27.43,Level 1
56.14,21580.17,66.03,70.19,71.78,76.66,73.96,42.08,5.17,76.27,Level 1
57.54,23204.31,68.43,64.86,67.64,72.99,48.23,52.35,5.89,45.49,Level 2
78.55,35565.49,96.21,87.62,62.3,90.04,68.4,20.7,4.92,83.05,Level 3
26.78,7204.52,58.93,51.16,36.71,61.97,30.46,44.04,5.98,24.9,Level 1
47.53,21185.83,68.22,62.75,65.78,85.57,40.43,27.32,5.47,58.49,Level 2
55.01,11432.09,67.0,64.47,49.0,68.47,50.13,44.6,5.76,26.49,Level 1
94.78,35829.85,96.07,84.09,79.58,96.05,93.45,2.0,4.92,89.14,Level 3
68.46,23734.92,85.69,75.76,86.82,77.04,55.49,14.73,4.7,53.04,Level 2
87.15,35925.37,75.12,86.42,71.89,79.15,50.44,25.82,4.39,66.89,Level 2
67.51,20384.64,81.43,61.02,64.73,83.39,54.69,29.34,3.78,33.43,Level 2
56.47,29232.59,78.35,72.03,62.35,85.43,55.44,36.27,4.21,73.95,Level 2
77.27,49141.65,82.24,85.32,88.67,80.63,91.05,23.2,5.14,66.87,Level 3
56.36,12654.51,44.24,66.19,56.66,74.11,41.56,57.3,6.7,45.12,Level 1
54.84,14649.32,64.95,58.75,49.79,65.89,54.6,45.86,5.48,24.74,Level 1
64.52,26714.12,67.45,65.45,41.31,69.37,55.1,33.7,5.26,51.63,Level 2
32.23,15739.58,59.85,73.61,61.16,69.67,44.37,46.09,5.82,41.05,Level 1
52.2,18977.71,73.03,56.23,48.75,76.65,39.26,31.49,4.82,28.59,Level 1
75.23,28826.28,79.57,85.46,63.85,78.14,59.66,15.4,5.14,62.64,Level 3
53.73,22191.85,75.99,63.56,49.78,73.4,57.73,35.8,4.06,47.74,Level 2
69.68,29424.45,76.83,76.88,57.38,77.21,60.54,37.36,4.94,58.17,Level 3
70.79,40222.62,92.2,91.16,78.55,91.43,95.81,14.76,3.64,65.18,Level 3
49.4,16495.07,66.45,58.91,49.3,73.0,11.06,42.52,5.86,39.16,Level 1
76.12,45910.52,92.63,83.35,95.97,82.27,64.21,5.32,4.73,92.21,Level 2
24.89,15278.4,70.65,60.81,56.15,60.65,62.88,51.96,6.76,24.98,Level 1
56.66,23478.07,82.58,73.12,67.32,85.42,58.41,27.56,4.52,46.67,Level 2
66.39,42699.83,100.0,85.96,86.14,89.7,98.0,8.25,3.91,80.28,Level 3
58.35,16711.58,72.87,51.0,60.45,74.6,35.03,55.98,6.03,57.62,Level 1
91.0,27042.6,94.03,70.72,68.42,79.29,76.39,17.96,4.92,58.04,Level 3
56.66,22801.14,70.36,77.82,54.05,68.74,54.95,33.33,6.37,57.89,Level 2
59.53,20913.13,60.7,54.77,62.2,94.26,41.56,38.68,5.86,57.15,Level 2
71.56,30970.79,85.02,83.88,76.48,83.91,89.6,9.53,5.49,74.75,Level 3
80.1,34678.3,87.62,84.19,83.3,93.34,70.6,14.2,4.79,66.89,Level 2
70.62,32124.58,79.17,85.69,88.15,80.93,78.75,16.89,4.91,62.5,Level 3
69.64,39941.8,80.08,71.99,74.82,84.67,79.36,10.91,5.15,90.47,Level 3
70.42,31977.44,78.29,78.4,70.55,86.56,49.3,27.25,4.58,80.95,Level 3
55.88,16224.82,72.27,57.96,59.89,69.32,18.06,31.12,5.32,46.18,Level 1
44.63,12073.38,58.15,53.39,50.47,57.7,22.29,46.61,6.36,30.62,Level 1
53.11,22036.01,67.85,67.66,92.34,85.53,46.1,25.53,5.64,45.85,Level 2
48.4,20072.22,75.55,62.17,62.61,63.46,53.6,55.37,6.03,28.54,Level 1
55.68,18308.3,75.51,54.21,62.99,73.63,31.36,40.8,5.64,57.66,Level 1
42.77,36075.16,79.98,64.1,73.38,73.27,61.72,49.19,5.2,52.46,Level 2
47.83,19448.87,67.6,72.3,60.22,81.62,66.14,35.92,4.61,52.35,Level 2
87.39,39751.38,94.17,97.66,100.0,92.04,79.67,11.12,3.94,80.76,Level 3
54.45,16037.53,62.72,60.76,60.84,76.22,30.37,36.05,4.98,52.3,Level 1
55.32,30882.6,83.05,78.64,66.71,84.84,70.65,24.82,4.37,41.87,Level 3
64.86,19627.91,68.13,58.69,69.26,69.29,41.94,35.22,5.26,37.19,Level 3
77.44,36628.87,91.58,86.97,100.0,84.85,86.26,2.75,4.55,82.96,Level 3
72.27,26582.16,77.52,70.42,80.63,74.73,56.78,28.31,4.5,51.58,Level 2
43.03,19513.47,62.28,68.31,65.3,75.54,29.52,29.82,4.33,45.62,Level 1
58.64,27850.57,72.36,78.2,62.42,76.94,69.64,37.73,5.12,42.76,Level 2
86.56,40173.88,88.41,86.94,81.75,89.89,88.8,3.61,3.98,96.5,Level 3
66.7,14027.83,60.92,47.7,57.55,63.62,43.05,56.2,6.64,30.98,Level 1
68.04,39345.38,87.35,90.89,91.65,83.55,90.66,11.99,3.32,77.55,Level 3
64.82,27351.62,83.38,68.82,83.24,78.86,48.92,23.87,5.79,50.78,Level 2
68.41,34126.61,82.56,60.07,74.14,84.4,55.83,35.36,4.27,56.07,Level 3
51.67,13481.34,68.41,48.92,52.26,79.66,46.59,57.62,5.94,35.27,Level 1
65.65,26764.94,80.56,68.28,55.81,83.31,51.06,34.39,5.12,40.35,Level 2
60.82,31301.15,84.7,56.91,77.68,84.5,58.58,40.04,5.33,54.75,Level 2
72.06,30712.58,87.86,88.1,70.83,87.65,58.19,27.27,5.9,63.34,Level 3
93.8,47256.93,100.0,100.0,86.13,89.96,78.41,2.0,3.78,77.79,Level 3
59.99,29395.62,83.13,86.66,67.33,87.02,62.89,12.32,4.85,64.94,Level 3
44.28,15194.06,71.63,61.32,78.03,86.04,43.11,44.14,5.53,53.46,Level 1
70.18,27278.38,69.49,60.66,67.94,84.26,42.35,28.82,3.98,66.31,Level 2
55.9,31184.4,69.79,68.77,33.76,81.21,42.8,39.55,4.8,57.7,Level 2
81.83,36181.55,93.35,95.89,84.37,87.28,80.02,4.87,4.06,79.75,Level 3
69.9,25142.61,71.85,84.13,85.21,78.01,50.87,33.69,6.02,75.1,Level 2
70.49,34796.01,77.18,84.59,88.55,99.0,62.05,24.51,5.14,81.35,Level 3
61.7,24710.53,79.97,78.93,62.82,85.68,54.41,23.2,5.68,53.36,Level 2
66.85,35028.35,87.77,73.51,72.01,76.02,50.12,13.99,5.03,59.16,Level 3
64.6,27213.33,71.98,78.71,75.17,86.94,52.46,27.62,5.04,62.91,Level 3
39.31,18439.02,62.53,48.68,37.46,68.68,39.96,43.23,6.35,38.22,Level 2
47.48,15737.12,61.27,49.32,57.6,79.47,49.11,25.72,6.83,44.81,Level 2
54.28,23438.36,70.31,67.25,68.71,79.11,51.37,33.98,4.43,54.64,Level 2
57.93,21040.76,82.64,68.35,67.56,86.34,33.08,39.12,5.09,47.69,Level 2
70.28,34925.39,83.81,71.37,93.29,85.23,78.29,23.99,4.45,87.88,Level 3
54.33,19226.09,65.93,52.8,54.24,74.35,46.7,43.79,5.61,57.36,Level 2
40.28,19625.63,54.71,60.08,64.05,78.57,53.56,36.44,4.6,57.09,Level 2
63.94,28642.56,79.34,65.45,81.08,90.09,72.84,30.14,4.84,71.96,Level 3
75.84,56328.72,95.4,89.44,71.12,84.59,92.37,13.1,4.07,82.45,Level 3
48.59,12717.39,75.95,53.23,60.96,74.44,44.14,47.43,7.16,30.08,Level 1
61.32,30883.25,69.53,74.83,59.67,91.48,47.69,42.45,5.43,61.67,Level 2
60.49,35951.15,81.04,71.65,75.06,91.6,61.01,17.36,4.68,44.44,Level 3
73.35,31895.32,83.75,75.41,71.73,84.09,61.23,17.62,4.58,60.03,Level 3
62.23,22452.4,81.79,70.88,54.99,64.31,56.79,54.18,4.99,48.67,Level 1
83.72,31166.97,83.11,76.35,61.6,78.35,66.59,12.86,3.63,69.2,Level 3
74.03,27130.46,92.23,73.92,71.56,90.08,46.61,30.57,5.9,67.89,Level 3
80.95,46379.94,98.6,100.0,89.97,97.25,87.33,2.59,3.75,75.41,Level 3
41.95,18127.09,51.15,77.11,46.79,62.54,54.79,40.16,5.74,27.71,Level 2
66.16,35021.34,85.49,88.76,72.61,87.32,58.05,36.51,4.36,65.7,Level 2
58.88,24800.12,75.64,67.21,69.32,81.53,30.03,36.99,4.33,51.22,Level 2
36.54,6273.45,49.81,47.97,55.87,65.84,49.16,37.19,6.43,32.07,Level 1
58.92,19323.23,74.85,59.24,62.43,75.34,53.33,33.42,4.79,34.85,Level 1
90.36,41687.82,100.0,100.0,99.2,90.88,87.79,15.03,4.82,81.16,Level 3
42.56,11306.16,58.69,38.92,31.52,66.53,23.84,53.27,6.21,37.88,Level 1
63.46,40641.43,77.16,63.52,84.36,76.5,81.07,28.6,5.56,66.27,Level 2
55.97,35609.54,76.11,55.86,60.42,84.67,56.16,32.53,5.04,52.13,Level 2
88.51,37766.28,89.35,86.31,87.26,89.6,78.38,14.82,3.66,86.65,Level 3
72.89,20381.61,51.4,69.8,73.02,75.97,57.8,24.65,5.59,73.94,Level 2
70.32,28708.25,80.43,62.23,74.16,93.1,60.98,15.82,5.18,67.24,Level 3
45.25,15167.26,65.98,60.7,75.55,76.26,30.87,47.46,5.79,43.27,Level 1
37.71,13703.58,69.7,49.87,66.84,80.19,38.5,50.28,5.8,33.69,Level 1
71.95,28092.1,80.75,74.32,68.84,75.55,58.78,29.43,4.18,63.07,Level 3
53.04,16969.52,62.5,47.33,49.07,75.65,28.18,55.98,6.36,36.61,Level 1
52.24,19340.29,62.62,57.43,45.12,77.77,21.72,49.41,4.82,32.02,Level 1
41.34,17922.76,57.53,60.12,47.25,65.89,27.75,51.45,6.09,46.04,Level 1
60.92,26649.76,85.6,80.73,74.47,81.55,73.65,34.87,5.59,59.19,Level 2
44.43,14072.82,56.37,53.91,54.45,65.86,31.76,43.47,5.86,47.84,Level 1
48.52,19159.41,63.55,50.82,49.39,69.58,47.88,53.11,5.29,37.39,Level 1
85.35,38992.31,91.78,76.98,100.0,74.74,82.3,11.32,4.8,85.29,Level 3
60.64,25616.85,77.07,66.41,63.51,82.73,47.82,35.2,4.97,54.2,Level 2
69.19,30962.73,93.22,86.53,82.53,85.59,47.53,13.88,5.49,49.29,Level 3
55.75,23229.56,74.35,68.37,53.5,85.27,49.17,45.62,6.01,55.82,Level 1
95.0,37807.07,95.17,100.0,86.26,94.07,90.64,10.27,3.91,94.01,Level 3
34.26,8904.14,50.69,47.8,47.4,66.68,19.72,56.41,6.36,38.51,Level 1
59.28,23265.11,74.9,64.18,52.19,75.86,49.53,29.85,6.21,61.79,Level 2
42.67,14017.64,63.17,33.36,50.54,70.58,32.89,41.69,6.78,32.16,Level 2
73.62,22847.27,78.01,65.96,65.99,94.82,51.08,30.93,5.31,39.39,Level 2
60.32,18302.04,63.32,67.6,63.32,93.68,61.91,29.48,5.79,49.72,Level 1
68.14,25237.52,73.16,67.38,59.79,83.56,49.07,13.18,4.14,64.96,Level 2
59.16,18685.12,65.59,67.88,52.02,75.81,38.14,38.89,3.73,36.33,Level 2
66.73,25423.6,82.66,75.86,74.74,80.89,58.31,21.27,4.24,55.85,Level 2
58.24,31052.06,79.4,75.33,90.65,72.32,60.23,42.68,5.07,51.39,Level 2
64.33,29115.3,82.81,77.61,75.05,74.68,44.61,16.7,5.13,72.96,Level 2
77.5,40903.43,91.95,100.0,92.13,95.9,73.51,2.0,3.37,88.34,Level 3
68.85,25084.07,87.99,80.31,78.0,78.39,31.16,21.85,4.02,56.67,Level 2
44.06,16532.63,82.0,54.68,60.87,74.77,46.67,47.42,6.11,45.32,Level 1
60.02,11565.69,56.03,51.07,50.53,64.27,37.09,51.45,6.19,31.39,Level 1
57.38,32408.23,94.62,83.3,84.93,88.35,69.11,27.15,5.84,74.07,Level 3
31.63,15612.38,60.99,45.56,65.45,74.33,55.33,55.68,5.1,21.84,Level 1
42.52,24108.06,61.97,71.47,61.91,79.32,65.28,34.36,4.19,41.02,Level 1
63.74,32959.93,78.48,80.61,76.34,88.97,47.84,16.2,4.13,91.0,Level 3
